ID,lettr,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
6316,Y,7,11,7,8,4,3,10,2,7,10,12,6,2,11,3,5
6322,C,3,8,4,6,2,5,8,7,7,7,8,14,1,9,4,10
6328,Y,9,11,9,8,4,5,9,1,10,10,10,4,2,13,5,3
6355,Y,1,0,2,0,0,7,10,3,1,7,12,8,1,11,0,8
6379,A,3,11,5,8,4,12,2,3,3,10,2,9,2,6,3,8
6391,Y,6,11,6,8,3,3,10,3,7,12,12,7,1,11,3,5
6392,C,3,4,4,6,2,6,7,7,9,5,6,14,1,7,4,8
6401,C,1,3,2,2,1,6,8,4,6,11,8,12,1,10,3,8
6404,C,4,7,5,5,2,5,7,6,7,11,9,13,2,9,4,7
6409,A,3,6,5,4,2,8,4,3,0,7,1,8,2,7,1,8
6413,A,3,4,5,5,1,8,6,3,1,7,0,8,2,7,1,8
6421,C,6,9,6,7,3,4,8,6,7,12,10,12,2,10,2,7
6423,C,8,14,6,8,5,9,6,4,3,9,8,11,4,9,8,13
6431,Y,5,10,7,8,3,8,9,3,2,6,12,8,2,11,0,8
6437,Y,4,9,4,4,2,6,8,3,4,10,7,5,3,10,4,3
6443,C,8,11,8,8,4,3,9,6,8,12,11,11,1,8,3,6
6448,C,6,10,6,8,3,5,9,7,8,13,9,7,2,11,2,7
6452,A,2,0,3,1,0,7,4,2,0,7,2,8,2,7,1,8
6453,A,3,7,5,5,3,11,3,2,2,9,2,9,3,5,2,8
6454,C,6,10,7,8,4,4,8,6,7,12,10,12,2,10,3,7
6473,Y,3,3,4,2,1,5,10,2,7,11,10,4,1,11,2,5
6489,C,6,12,4,6,2,7,8,7,6,11,7,7,2,9,5,8
6500,C,3,7,4,5,3,5,8,6,6,8,8,14,2,9,4,10
6510,C,8,11,5,6,2,7,8,6,7,11,6,9,2,9,5,9
6517,C,3,8,4,6,2,5,8,8,8,9,8,13,2,10,4,10
6524,Y,2,3,4,5,1,8,11,2,3,4,12,8,1,10,0,8
6527,A,3,7,6,5,4,12,3,2,2,9,2,8,4,5,2,8
6528,A,3,7,5,5,3,7,3,2,2,5,2,8,2,6,2,6
6531,C,2,3,3,2,1,5,8,5,6,11,9,10,1,10,2,7
6547,C,3,5,4,4,2,4,8,5,7,12,9,11,1,10,2,7
6550,C,4,9,5,7,6,8,6,5,3,7,7,11,5,9,3,8
6553,C,6,10,6,8,3,3,9,6,8,12,11,11,1,8,2,6
6563,A,3,10,5,7,3,7,3,2,2,5,2,7,2,6,2,7
6564,C,6,9,6,6,3,5,7,6,8,11,8,14,2,9,4,6
6568,Y,3,7,4,5,1,8,11,1,3,6,12,8,1,11,0,8
6573,C,1,0,1,1,0,6,7,6,8,7,6,14,0,8,4,10
6579,C,3,6,4,4,1,3,9,5,7,11,11,10,2,9,2,6
6580,C,7,13,5,7,2,6,9,6,8,11,8,9,2,8,5,9
6591,C,2,5,3,3,1,4,9,5,6,11,10,11,1,9,2,7
6594,Y,1,1,3,2,1,7,10,1,6,7,11,8,1,11,1,8
6615,Y,3,2,5,4,2,5,10,1,7,9,11,9,1,11,2,7
6640,C,4,8,4,6,2,4,8,6,7,11,10,12,2,9,3,7
6656,C,4,9,5,7,3,5,8,6,8,12,9,13,2,10,3,7
6662,A,2,4,4,5,1,5,5,3,1,5,1,8,2,7,2,7
6672,Y,6,9,6,4,3,6,7,4,3,10,9,6,3,10,4,4
6688,A,5,13,5,7,4,12,2,4,1,11,3,11,4,3,4,11
6689,A,6,14,6,8,4,11,1,3,3,12,5,13,3,6,5,11
6695,Y,3,5,5,3,2,7,10,1,7,7,11,8,1,11,2,8
6697,Y,2,4,4,5,1,7,10,2,2,7,13,8,1,11,0,8
6701,Y,7,7,7,5,4,3,10,1,8,11,10,6,1,9,2,4
6705,C,2,7,3,5,1,5,7,7,9,7,6,14,1,8,4,9
6714,C,1,0,2,0,0,7,7,6,8,7,6,13,0,8,4,10
6731,C,2,5,3,4,2,6,8,7,7,8,8,14,1,9,4,10
6752,A,3,9,6,7,4,10,2,1,2,8,3,9,4,5,3,7
6756,Y,5,9,6,6,3,2,11,4,5,12,12,7,1,11,2,6
6760,A,3,7,5,5,3,8,2,2,2,7,2,7,2,6,3,6
6764,C,2,5,3,4,2,5,8,7,8,8,8,14,1,9,4,10
6767,C,4,10,5,7,3,4,8,6,6,12,10,13,1,10,3,8
6771,C,5,10,3,5,2,7,8,7,5,11,6,9,2,9,5,9
6781,Y,5,7,7,10,10,7,6,4,2,8,8,9,8,11,9,7
6792,A,4,7,6,5,3,10,1,3,3,9,2,8,3,6,4,9
6810,A,5,7,7,6,6,9,8,3,4,7,7,8,5,6,5,4
6815,Y,5,8,7,12,12,9,7,4,1,6,8,9,6,12,8,9
6824,Y,3,6,5,4,2,10,10,2,6,3,11,8,1,11,2,9
6839,Y,3,6,5,4,2,7,11,1,7,7,11,8,1,11,2,8
6846,Y,8,14,7,8,4,5,9,4,3,10,8,5,4,10,4,4
6850,Y,2,3,3,2,1,8,10,1,6,5,11,9,1,11,1,8
6857,C,3,6,4,4,2,6,8,8,8,8,8,13,2,10,4,9
6862,C,3,9,4,7,2,5,8,7,9,6,7,13,1,8,4,9
6897,A,2,2,4,3,2,7,2,2,2,6,1,8,2,6,2,7
6903,A,3,9,6,7,5,7,5,2,3,5,2,6,4,5,5,5
6908,C,6,13,5,8,4,6,8,5,4,9,8,10,4,9,10,8
6911,C,1,3,2,2,1,7,8,6,5,9,7,11,2,10,3,10
6912,C,5,8,5,6,3,4,8,5,7,11,10,13,1,9,3,8
6931,A,3,8,5,6,3,12,2,3,2,10,2,9,2,6,3,8
6935,Y,2,3,4,5,1,9,10,3,2,6,13,8,2,11,0,8
6949,Y,3,9,5,7,3,9,10,1,6,4,11,8,2,12,2,8
6951,A,3,7,5,5,3,10,2,2,2,9,1,8,2,6,3,8
6959,A,2,8,4,6,2,8,4,3,2,7,1,8,3,7,2,8
6965,C,1,0,2,1,0,6,7,6,9,7,6,14,0,8,4,10
6978,A,2,6,4,4,3,7,2,1,2,6,2,7,2,6,3,6
6986,A,3,3,5,5,2,6,3,3,3,6,2,7,3,6,3,7
6990,C,5,10,6,8,7,5,6,3,4,7,6,11,6,9,4,7
6996,Y,5,11,7,8,1,8,11,2,2,7,13,8,1,11,0,8
7004,Y,6,11,9,8,5,6,9,0,8,8,12,9,1,11,2,7
7005,C,5,10,6,8,2,4,7,7,11,7,6,12,1,8,4,9
7006,A,2,5,4,4,2,11,2,2,2,9,2,9,2,6,2,8
7020,A,4,11,6,8,4,12,3,3,3,9,1,9,2,6,3,8
7043,A,2,3,4,1,1,10,2,3,1,9,2,9,1,6,1,8
7048,A,3,9,5,7,3,12,3,4,3,10,1,9,2,7,3,9
7067,C,2,4,3,3,1,4,8,4,6,11,9,12,1,9,2,8
7075,Y,3,5,5,6,1,9,12,2,3,5,12,8,1,10,0,8
7083,Y,3,4,5,6,1,7,10,2,2,7,13,8,1,11,0,8
7085,C,5,10,6,8,4,4,9,6,7,7,8,15,1,8,4,10
7089,Y,3,8,5,5,1,9,11,3,2,5,12,8,1,11,0,8
7097,Y,3,6,4,4,0,8,10,3,2,6,13,8,1,11,0,8
7098,Y,3,7,5,4,1,7,10,2,2,6,13,8,1,11,0,8
7105,Y,2,0,2,0,0,7,10,3,1,7,12,8,1,11,0,8
7127,Y,8,11,8,8,4,2,11,4,5,13,13,8,1,11,2,6
7131,A,3,6,5,4,2,10,3,2,2,8,3,10,2,6,2,7
7142,C,2,4,3,3,1,4,8,4,7,10,9,13,1,8,2,7
7146,Y,4,7,6,9,7,10,9,5,2,6,7,8,7,11,7,5
7150,C,4,8,4,6,3,4,8,6,6,12,10,12,2,9,3,8
7173,C,4,7,5,5,3,8,7,8,6,6,7,10,3,8,3,9
7181,A,3,7,6,5,4,5,5,3,3,3,2,6,4,6,4,4
7195,A,6,10,8,8,8,7,7,8,4,7,6,8,4,8,11,2
7203,Y,4,7,4,5,1,3,12,4,5,13,11,5,1,11,1,6
7205,C,4,9,5,7,3,4,8,6,8,12,10,12,1,9,3,7
7222,A,4,9,6,7,5,8,2,1,2,6,2,7,5,6,6,7
7230,C,1,0,2,1,0,6,7,6,8,7,6,14,0,8,4,10
7238,C,4,7,4,5,2,3,8,5,7,11,11,12,1,8,2,7
7240,C,5,6,6,5,5,5,6,3,6,7,7,11,5,11,7,8
7246,C,2,5,3,4,2,6,8,7,8,9,8,13,1,10,4,10
7248,A,3,6,5,4,3,8,5,3,0,7,1,8,2,6,1,8
7253,A,2,8,4,5,2,9,5,3,1,8,1,8,2,7,2,8
7266,Y,6,8,6,6,3,2,11,3,6,12,12,6,1,11,2,5
7267,C,3,5,4,4,2,6,8,7,7,9,8,12,2,10,4,10
7273,C,5,8,5,6,3,4,8,6,7,12,10,11,1,9,2,7
7283,Y,9,10,9,8,5,3,10,3,6,12,12,7,2,11,2,5
7300,A,5,7,7,6,6,5,8,3,5,7,8,11,7,9,3,8
7301,A,6,9,9,8,8,7,8,2,4,7,7,8,6,5,5,6
7316,Y,5,7,5,5,2,3,11,3,6,12,11,5,0,10,2,5
7337,A,6,9,6,5,3,12,3,5,2,12,3,10,5,3,3,10
7364,Y,2,3,4,2,1,8,11,1,6,6,11,9,1,11,1,8
7370,Y,2,5,4,7,6,9,8,4,1,6,7,9,3,11,7,7
7375,A,2,2,4,3,2,8,2,2,2,8,1,8,2,6,2,7
7382,Y,1,1,2,1,0,8,9,2,2,7,12,8,1,10,0,8
7390,A,4,9,7,7,3,12,2,4,2,11,1,9,3,7,3,9
7399,A,3,7,5,5,3,8,2,2,2,7,2,7,2,6,3,7
7407,A,4,9,6,7,5,7,5,2,4,5,1,6,3,6,4,5
7413,A,6,11,5,6,3,8,4,3,3,7,4,11,5,6,4,7
7414,Y,2,6,4,4,2,8,9,1,6,5,11,8,1,11,1,8
7419,Y,3,5,5,7,7,9,6,4,1,6,7,8,6,10,8,9
7422,C,2,1,3,3,1,6,8,7,7,8,8,13,1,10,4,10
7423,Y,5,9,8,7,4,5,9,1,7,9,12,9,1,11,2,7
7426,A,3,4,5,3,2,10,1,3,2,9,2,9,3,6,2,8
7427,A,3,7,5,5,3,12,3,2,2,9,2,9,2,5,2,8
7434,A,5,9,5,5,3,12,2,5,1,12,3,10,3,3,2,10
7437,A,4,7,6,6,5,8,8,2,4,7,7,8,5,7,4,5
7439,Y,6,9,6,6,3,3,10,3,7,11,11,6,1,11,3,5
7459,Y,7,8,6,6,3,3,10,3,7,11,12,6,2,11,3,5
7470,Y,7,8,6,12,4,5,8,4,1,8,10,5,4,10,6,5
7471,A,3,8,5,6,3,8,3,2,2,7,1,8,2,6,3,7
7484,Y,5,6,5,4,2,3,11,3,7,12,12,6,2,11,2,5
7491,Y,5,6,5,4,2,3,12,4,5,12,11,5,1,11,1,5
7495,A,2,4,4,6,2,7,5,3,1,7,1,8,2,7,2,8
7499,C,5,9,6,6,3,3,8,5,7,11,10,14,1,8,3,7
7524,Y,4,9,5,6,5,9,4,7,5,8,8,7,5,8,5,5
7529,A,3,4,6,6,2,7,6,3,0,7,0,8,2,7,1,8
7538,Y,1,0,2,0,0,7,9,3,1,7,12,8,1,11,0,8
7539,A,3,7,4,5,2,9,3,3,3,9,1,8,2,6,2,7
7541,C,6,9,7,7,8,5,6,4,5,7,6,11,6,9,4,8
7546,C,3,7,4,5,2,4,9,6,7,12,10,11,1,10,2,7
7565,C,2,5,3,4,2,6,8,7,7,9,8,13,1,9,4,10
7567,A,4,9,7,6,3,12,2,4,3,11,1,9,3,7,3,9
7578,Y,6,9,6,6,4,5,9,1,7,8,9,5,2,11,3,4
7581,Y,3,5,5,7,6,8,8,3,2,7,8,9,3,11,7,6
7583,A,4,5,6,7,2,7,4,3,1,7,1,8,3,7,2,8
7588,C,2,4,3,3,1,6,8,7,8,7,8,13,1,8,4,10
7593,Y,5,6,5,4,2,5,9,2,8,10,10,5,2,10,4,3
7609,A,2,2,4,3,1,6,2,2,2,5,2,8,2,6,2,6
7613,A,2,5,4,4,2,11,3,3,2,10,2,9,2,6,2,8
7641,Y,4,5,5,4,2,4,11,3,6,12,11,5,1,11,2,5
7642,A,4,9,6,7,4,8,2,1,2,6,2,8,2,7,3,6
7652,Y,2,7,4,5,2,7,10,1,6,6,11,8,1,11,1,8
7658,A,2,3,4,2,1,10,2,3,2,10,2,10,2,6,2,8
7659,C,5,9,6,6,4,6,7,6,9,5,6,12,1,7,4,9
7685,C,6,12,5,6,4,7,9,4,5,8,7,9,4,8,8,10
7692,A,4,7,6,5,3,9,3,2,2,8,1,8,2,6,3,7
7694,A,3,5,6,4,2,7,1,2,2,6,2,7,4,6,4,7
7697,A,2,3,3,1,1,7,2,2,1,6,2,7,1,6,1,7
7702,C,4,9,6,7,6,5,7,4,4,7,6,9,6,9,5,7
7705,Y,4,6,4,4,2,3,10,3,6,11,11,6,2,11,2,5
7711,Y,3,10,5,7,1,7,12,1,4,7,12,8,0,10,0,8
7722,Y,4,8,6,6,3,5,10,2,8,10,12,9,1,11,2,7
7729,Y,3,4,5,3,2,9,11,1,7,5,11,7,1,11,2,8
7747,A,1,1,2,1,1,7,4,2,1,7,1,8,2,6,1,7
7750,A,2,4,4,3,1,8,2,2,2,7,2,8,2,6,2,7
7753,A,4,10,6,8,4,13,2,4,3,11,1,9,3,7,4,10
7758,Y,7,7,6,10,4,7,9,2,2,7,10,5,4,10,6,6
7763,C,4,6,4,4,2,3,9,5,8,11,10,11,1,8,3,7
7768,Y,2,3,2,2,1,4,11,3,6,11,10,4,1,11,2,5
7776,Y,4,6,4,4,2,3,11,5,5,12,12,6,2,11,1,6
7791,Y,4,11,6,8,1,6,10,2,2,7,13,8,1,11,0,8
7803,Y,4,5,6,7,1,7,12,2,3,7,12,8,1,10,0,8
7807,Y,6,8,6,6,3,4,10,2,8,11,11,5,1,10,3,4
7815,A,4,9,7,7,4,12,3,2,2,9,2,9,2,6,2,8
7848,C,4,8,5,6,4,7,7,8,5,8,6,12,4,9,4,8
7854,A,3,5,6,6,2,6,5,3,1,6,0,8,2,7,2,7
7855,A,4,9,6,6,2,6,3,3,3,6,2,7,3,6,3,7
7887,Y,3,4,5,3,2,4,10,2,8,11,10,5,2,11,3,3
7899,A,1,3,2,1,1,7,2,2,1,7,2,8,1,6,1,7
7904,C,3,7,4,5,2,5,9,6,7,12,9,9,2,10,3,7
7932,A,6,13,5,7,3,8,1,2,2,9,4,12,3,5,4,6
7933,C,1,1,2,2,1,6,8,6,7,8,8,12,1,9,4,10
7938,A,2,7,5,5,4,8,5,2,3,7,2,6,2,5,3,7
7981,Y,2,3,3,1,1,4,10,2,7,11,10,5,0,10,2,4
7995,Y,7,9,7,6,5,5,9,1,8,10,10,6,3,11,5,3
8002,A,1,3,2,1,1,11,3,3,2,10,2,9,1,6,1,8
8003,A,5,8,6,6,6,8,9,7,4,6,6,8,3,7,7,5
8009,Y,8,11,8,8,4,4,9,1,9,10,10,5,2,9,4,3
8018,A,3,11,6,8,4,12,3,3,3,10,1,9,2,6,3,8
8030,A,2,4,3,3,1,8,2,2,1,7,2,8,2,7,2,7
8044,A,4,8,6,6,6,8,9,7,5,6,6,8,3,7,7,4
8052,Y,7,9,7,7,5,6,8,1,8,8,9,5,4,11,6,4
8068,C,5,8,6,6,3,4,8,5,7,11,10,12,2,9,3,7
8071,A,2,4,4,3,2,8,2,2,2,7,2,8,2,6,2,7
8073,Y,6,7,6,5,3,2,11,4,5,12,12,7,2,11,2,6
8085,Y,3,5,4,8,6,9,10,3,3,6,8,9,3,12,6,6
8102,C,3,5,4,3,1,4,9,5,7,12,10,11,1,9,2,7
8114,A,3,8,4,6,3,6,4,2,0,6,2,8,2,6,1,7
8119,A,3,5,6,3,2,9,2,2,2,8,2,10,3,7,2,8
8122,C,5,11,7,8,8,6,7,4,4,6,7,10,7,8,7,7
8141,C,3,8,4,6,1,6,7,7,9,8,6,13,1,9,4,9
8142,A,2,1,3,2,1,9,3,2,2,8,2,8,2,6,2,8
8148,A,4,9,6,6,2,7,4,3,1,6,1,8,3,7,2,7
8153,Y,3,8,5,5,1,8,12,2,3,6,12,8,1,10,0,8
8161,C,5,7,5,5,2,5,9,6,8,12,9,10,2,10,3,7
8166,A,2,7,3,4,1,7,6,3,1,7,0,8,2,7,1,8
8167,Y,5,11,7,8,4,7,10,2,7,6,12,8,2,11,2,8
8184,Y,6,11,9,8,5,9,10,0,8,4,11,7,1,10,2,9
8186,Y,6,8,7,10,8,10,12,5,4,6,7,7,5,11,8,5
8201,A,2,3,3,2,1,10,2,3,1,10,2,9,2,6,2,8
8213,A,3,9,5,7,4,9,3,1,2,7,2,8,2,6,4,7
8221,C,3,6,4,5,4,5,6,3,5,7,6,11,4,10,6,9
8224,A,3,11,5,8,2,9,6,3,1,8,0,8,2,7,2,8
8227,Y,3,5,5,8,7,10,10,4,2,4,8,9,4,13,6,8
8231,C,4,8,4,6,2,5,7,6,7,11,9,14,1,9,3,8
8233,C,3,5,4,4,1,3,9,5,7,12,10,11,1,9,2,7
8249,A,3,3,5,5,2,7,5,3,1,6,1,8,2,7,2,7
8251,Y,2,0,2,0,0,7,10,3,1,7,12,8,1,11,0,8
8253,A,3,9,5,6,2,9,6,3,1,8,0,8,2,7,1,8
8256,A,4,10,7,8,4,13,2,4,4,12,1,9,3,7,4,10
8258,Y,2,2,4,4,2,7,10,1,7,7,11,8,1,11,2,8
8262,Y,5,7,6,5,5,8,5,6,5,5,8,8,3,9,9,6
8267,A,5,8,9,6,6,7,5,2,4,6,1,6,5,7,5,6
8270,A,2,3,3,2,1,8,2,2,1,8,2,8,2,6,3,8
8277,A,2,4,4,3,1,6,3,2,2,5,2,8,2,6,2,6
8282,C,2,1,2,1,0,6,7,6,9,7,6,14,0,8,4,10
8285,A,4,9,7,7,5,10,3,1,2,8,3,9,4,5,3,7
8288,Y,2,3,2,1,1,5,10,2,6,10,9,6,1,11,2,5
8305,Y,3,4,5,6,1,7,10,1,3,7,12,8,1,11,0,8
8314,A,9,13,7,7,4,8,2,3,2,8,4,12,5,4,5,6
8317,Y,5,8,5,6,2,3,11,2,7,12,11,6,1,10,2,5
8321,A,3,7,5,4,2,7,5,3,0,6,1,8,2,7,2,7
8324,C,3,7,4,5,2,6,6,6,10,8,5,12,1,9,4,8
8327,C,4,5,5,5,5,5,8,3,4,7,6,11,4,10,7,9
8342,A,2,3,3,2,1,11,2,2,1,9,2,9,1,6,2,8
8360,C,3,5,4,4,2,3,9,4,7,11,10,12,1,9,2,6
8364,C,4,8,4,6,2,4,9,6,7,12,10,12,2,9,3,7
8379,A,2,3,4,4,1,9,5,3,1,8,1,8,2,7,2,8
8401,A,1,0,2,1,0,7,4,2,0,7,2,8,2,7,1,8
8428,A,4,9,6,8,6,7,8,2,6,7,8,9,5,11,3,7
8429,A,2,4,4,3,2,11,2,3,1,9,2,9,2,6,2,9
8435,C,4,11,6,8,2,6,6,7,10,8,6,14,1,9,4,9
8442,Y,2,5,4,4,2,6,10,1,7,8,11,9,1,11,2,7
8446,Y,3,5,5,4,2,7,10,1,7,7,11,8,1,11,2,8
8457,Y,1,0,2,0,0,8,10,3,1,6,12,8,1,11,0,8
8466,C,3,2,4,4,2,6,8,7,8,9,8,13,1,9,4,10
8471,Y,4,9,5,7,2,8,11,0,4,6,11,8,0,10,0,8
8474,Y,3,5,4,4,2,4,11,2,7,11,10,6,1,11,2,5
8478,Y,7,10,7,7,3,2,12,5,5,12,12,6,2,11,2,6
8499,Y,5,7,5,5,3,6,9,1,8,9,9,5,1,9,4,4
8509,C,5,8,5,6,2,4,9,6,8,12,9,12,1,9,3,7
8567,Y,7,9,7,6,3,3,12,5,5,13,11,5,1,11,2,6
8576,A,1,0,2,0,0,7,4,2,0,7,2,8,1,7,1,8
8582,A,2,4,4,2,1,11,2,3,2,9,2,9,1,6,2,8
8594,Y,2,3,4,4,1,9,10,3,2,5,13,8,2,11,0,8
8606,A,6,11,6,6,4,11,2,4,2,11,4,12,5,3,5,11
8608,Y,2,8,4,5,1,6,11,2,3,9,12,8,1,10,0,8
8627,Y,2,4,3,3,1,6,10,1,7,8,11,8,1,11,2,7
8629,A,3,8,5,6,5,8,8,6,4,6,6,8,5,7,6,4
8638,Y,2,1,3,1,0,7,11,3,1,7,12,8,1,11,0,8
8648,C,2,3,3,2,1,5,8,5,6,12,9,10,1,10,2,7
8666,A,2,1,4,2,2,7,2,2,2,7,2,8,2,7,3,7
8668,C,5,8,6,6,4,7,8,8,6,5,7,12,5,8,4,8
8669,A,3,4,5,3,2,10,2,2,1,9,2,9,2,6,2,8
8689,A,3,5,5,8,2,7,6,3,1,7,0,8,3,7,1,8
8693,Y,5,8,5,6,2,3,10,2,7,11,11,6,1,11,2,4
8702,C,4,9,5,7,2,6,6,7,10,8,5,13,1,10,4,9
8716,Y,5,5,7,7,8,9,7,6,3,7,7,8,6,10,6,5
8721,C,6,11,7,8,4,2,8,5,9,10,10,14,1,7,3,7
8727,A,2,8,4,5,1,8,6,3,1,7,0,8,2,7,1,8
8729,Y,4,7,6,11,9,8,9,3,2,6,8,9,6,13,10,6
8732,Y,4,5,5,4,2,4,11,2,7,11,10,5,1,11,3,4
8747,Y,3,8,5,6,1,9,10,3,2,5,13,8,1,11,0,8
8753,A,3,10,5,7,2,8,6,3,1,7,0,8,3,7,1,8
8785,Y,3,5,4,4,2,4,10,2,7,11,10,6,1,11,2,5
8789,Y,1,0,2,0,0,7,9,2,1,6,12,8,1,10,0,8
8791,C,3,10,4,8,3,5,7,6,7,7,6,13,1,8,4,10
8800,Y,1,1,2,1,0,7,10,2,2,7,12,8,1,11,0,8
8807,A,4,9,6,6,4,10,2,1,2,8,3,9,5,5,3,7
8826,A,3,8,5,6,3,12,3,2,2,10,2,9,2,6,2,8
8827,Y,5,9,7,6,6,9,5,7,5,6,9,7,3,9,9,4
8854,C,2,1,2,1,0,6,7,6,9,7,6,14,0,8,4,10
8859,A,5,10,9,8,7,11,5,1,5,9,1,5,3,7,5,9
8871,Y,2,3,3,2,1,4,10,2,7,10,10,6,1,11,2,4
8896,Y,7,10,7,8,3,4,10,3,8,11,11,5,1,11,3,4
8902,C,9,13,6,7,3,8,7,7,7,11,5,8,2,9,5,9
8904,C,3,6,4,4,1,5,8,6,10,6,7,12,1,7,4,8
8918,C,4,10,5,8,3,5,8,8,8,9,8,13,2,9,4,10
8929,Y,4,6,6,4,3,4,11,2,7,11,10,5,1,11,3,5
8930,C,3,7,4,5,2,3,9,5,8,11,11,11,1,8,3,7
8938,C,5,7,6,6,5,4,8,3,6,7,6,10,3,9,7,8
8943,Y,6,9,6,7,4,5,9,1,7,9,9,6,3,10,5,4
8953,Y,5,6,5,4,2,3,10,2,7,11,11,6,1,11,2,4
8962,A,2,7,4,5,2,11,2,3,3,10,2,9,2,6,2,8
8967,Y,3,5,5,7,1,9,10,2,2,5,12,8,1,11,0,8
8974,Y,6,8,8,11,11,7,10,4,2,7,8,9,6,13,9,8
8978,A,2,3,3,2,1,10,2,2,1,9,2,9,1,6,2,8
8985,A,4,9,4,4,2,10,2,4,2,11,5,12,4,4,5,10
8989,Y,2,5,4,4,2,8,11,1,7,6,11,8,1,11,2,9
8991,Y,5,9,5,7,3,4,9,1,7,9,10,6,1,10,3,4
8998,A,6,10,6,5,3,12,3,6,2,12,2,10,4,3,3,10
9005,Y,7,11,8,8,4,5,9,1,9,10,10,5,3,10,5,3
9006,A,5,10,7,8,4,10,3,2,3,8,1,7,2,7,3,8
9011,Y,2,1,2,1,0,7,10,3,1,7,12,8,1,11,0,8
9024,C,4,9,5,6,3,5,8,7,7,8,8,14,2,9,4,10
9027,A,3,2,5,3,2,6,2,2,1,5,2,8,2,7,3,5
9033,Y,3,5,5,4,2,8,11,1,7,5,11,9,1,11,2,9
9035,Y,3,10,6,7,4,7,10,0,7,6,11,8,1,10,1,8
9036,Y,7,11,7,8,4,6,8,2,8,8,10,5,5,11,6,3
9039,Y,6,7,6,5,3,3,10,2,7,10,11,6,1,11,2,5
9042,Y,7,8,9,10,11,9,8,6,3,7,7,8,6,10,7,4
9049,Y,4,10,7,8,4,4,9,1,8,10,12,10,1,11,2,7
9052,C,4,7,5,5,2,6,8,7,11,6,6,13,1,7,4,8
9061,A,4,9,6,6,2,7,7,3,0,7,0,8,3,7,1,8
9064,A,3,5,5,3,2,6,2,2,2,5,2,8,2,6,3,6
9066,A,3,10,5,8,4,6,3,1,2,5,2,8,2,5,3,6
9075,Y,4,10,7,7,1,7,10,2,2,7,13,8,2,11,0,8
9084,A,2,2,4,3,1,7,3,2,2,6,1,8,2,6,2,7
9092,C,5,9,6,7,2,6,8,7,11,6,7,13,1,7,4,8
9098,A,4,9,7,7,5,11,3,1,2,8,3,9,6,5,3,8
9113,Y,1,1,3,2,1,8,11,1,5,5,11,9,1,11,1,8
9114,Y,5,8,5,6,3,3,10,1,7,11,11,6,1,10,3,4
9115,C,3,6,5,4,4,7,7,4,3,7,7,10,5,10,3,8
9138,C,3,6,4,4,2,6,8,7,7,9,8,12,2,10,4,10
9141,A,6,10,9,8,9,8,7,7,4,7,6,9,6,8,7,4
9149,A,5,11,7,9,5,10,2,2,3,9,1,7,3,7,4,8
9174,A,4,7,6,5,2,8,3,3,3,9,1,8,2,7,3,7
9181,A,7,11,9,8,9,7,6,8,4,7,5,8,5,8,11,2
9187,Y,1,3,2,2,1,5,10,2,7,10,9,5,1,11,2,4
9199,A,3,6,5,4,2,8,2,2,2,7,1,8,2,6,3,7
9212,C,2,5,3,3,1,4,8,5,7,11,9,13,1,9,2,7
9226,C,4,7,5,5,2,6,6,6,10,7,6,13,1,9,4,9
9231,Y,8,7,6,11,5,9,7,5,5,4,12,5,4,11,5,7
9237,A,3,8,5,6,3,6,4,3,0,6,2,7,2,7,2,7
9238,A,4,7,7,5,5,7,6,2,4,6,1,6,3,5,3,7
9310,Y,3,5,5,7,7,8,4,4,3,7,8,8,5,9,5,8
9318,C,6,11,4,6,2,6,8,7,6,11,7,7,2,9,5,8
9324,C,1,0,2,1,0,7,7,6,8,7,6,13,0,8,4,10
9334,C,3,6,4,4,2,6,7,6,7,6,7,12,1,8,4,10
9338,C,2,4,3,6,1,5,7,7,9,8,6,14,1,9,4,9
9339,A,4,11,8,8,6,9,5,1,4,7,2,6,3,8,6,6
9346,A,4,9,6,7,4,8,2,2,3,7,1,8,2,7,3,6
9358,C,4,8,5,6,6,6,7,4,4,6,7,10,6,10,4,8
9361,Y,6,10,6,7,3,4,10,1,8,10,10,5,2,12,4,3
9370,C,3,8,4,6,2,6,8,7,9,5,7,12,1,7,4,9
9385,A,5,11,8,8,6,6,3,2,3,4,2,7,5,5,5,5
9386,Y,2,1,2,1,0,8,10,3,1,6,13,8,1,11,0,8
9390,C,4,8,5,6,3,4,8,5,6,9,8,14,3,7,4,8
9391,C,5,10,6,8,4,4,8,7,9,8,9,13,1,8,4,9
9395,A,4,10,7,8,5,11,2,2,2,9,2,9,4,5,4,8
9410,A,2,2,4,3,2,8,2,1,1,7,2,8,2,7,3,7
9411,A,2,4,4,2,2,10,2,2,2,9,2,8,2,6,2,8
9421,C,4,5,5,4,2,4,8,5,7,11,10,12,1,9,3,7
9425,Y,6,11,6,8,2,3,12,5,6,13,12,6,2,11,2,6
9427,Y,2,4,3,2,1,4,11,2,7,11,10,5,1,11,2,5
9430,C,2,4,3,3,1,6,8,7,7,9,7,12,1,10,4,10
9433,Y,2,5,4,4,2,6,10,1,6,8,11,8,1,11,2,7
9434,A,2,4,3,3,1,11,3,3,2,11,2,9,1,6,2,9
9436,C,3,7,4,5,1,6,8,6,9,5,6,14,1,7,4,9
